"id","label","topic","text","length_chars","length_words","quality_score","sentiment","source_detail","timestamp","plagiarism_score","notes"
"199","ai","science","This article discusses science and highlights that the community response has been overwhelmingly positive.","107","14","2.71","0.67","gpt-4o-mini","2024-10-22 12:03:40","0.085",""
"356","human","entertainment","As someone who follows entertainment, I believe users report a mixed set of outcomes.","85","14","4.55","-0.38","author_6","2025-01-19 17:36:13","0.329","personal_tone"
"183","human","education","I recently experienced education in my day-to-day life and found that there are trade-offs to consider.","103","16","3.85","0.71","author_30","2023-09-08 01:36:38","0.141","personal_tone"
"410","human","finance","As someone who follows finance, I believe the community response has been overwhelmingly positive.","98","14","3.76","-0.08","author_3","2025-07-02 15:58:23","0.257","personal_tone"
"104","human","lifestyle","I recently experienced lifestyle in my day-to-day life and found that it requires more data for conclusive evidence. This could change as new data becomes available.","165","26","2.73","-0.33","author_9","2023-05-27 20:37:08","0.23","personal_tone"
"221","human","finance","I recently experienced finance in my day-to-day life and found that costs can vary greatly depending on implementation. I would love to hear others' thoughts on this.","166","27","3.93","0.17","author_50","2024-03-04 21:42:54","0.048","personal_tone"
"131","human","finance","In my experience, finance often leads to it requires more data for conclusive evidence. This could change as new data becomes available.","136","22","2.96","0.4","author_9","2023-03-29 19:03:34","0.341",""
"354","human","science","After trying several approaches related to science, I noticed it requires more data for conclusive evidence.","108","16","3.79","-0.38","author_76","2024-02-06 08:07:49","0.312","personal_tone"
"339","ai","health","The following summary on health shows costs can vary greatly depending on implementation.","89","13","3.33","-0.16","claude-2","2025-08-31 22:30:39","0.08",""
"364","ai","lifestyle","A concise overview of lifestyle: the community response has been overwhelmingly positive. Implementation details matter a lot here.","131","18","4.49","0.63","llama-3-small","2023-07-06 22:41:25","0.099",""
"61","ai","health","This article discusses health and highlights that the results are promising but preliminary.","92","13","3.99","0.33","bloomz-7b","2025-03-05 19:01:34","0.057",""
"95","ai","finance","This article discusses finance and highlights that adoption increases with better education.","92","12","4.97","0.21","gpt-4o-mini","2025-03-28 06:21:11","0.016",""
"194","ai","entertainment","Analysis indicates that entertainment is associated with users report a mixed set of outcomes. Community feedback will shape future developments.","145","20","4.79","0.21","gpt-4o-mini","2024-10-19 02:08:18","0.079",""
"141","human","finance","After trying several approaches related to finance, I noticed the community response has been overwhelmingly positive.","118","16","2.42","-0.21","author_37","2024-04-01 07:48:44","0.349","personal_tone"
"149","ai","education","A concise overview of education: adoption increases with better education. privacy concerns remain a top challenge it requires more data for conclusive evidence it requires more data for conclusive evidence","206","30","3.71","0.61","gpt-4o-mini","2024-12-02 14:47:07","0.045",""
"203","ai","food","Analysis indicates that food is associated with it improves efficiency significantly.","85","11","3.07","0.23","claude-2","2024-01-20 15:43:23","0.028",""
"153","ai","science","A concise overview of science: the community response has been overwhelmingly positive.","87","12","2.73","-0.01","llama-3-small","2024-04-13 08:45:52","0.032",""
"338","ai","lifestyle","Analysis indicates that lifestyle is associated with privacy concerns remain a top challenge. This could change as new data becomes available.","142","21","4.89","0.18","claude-2","2025-03-16 18:23:29","0.024",""
"409","human","finance","I recently experienced finance in my day-to-day life and found that the community response has been overwhelmingly positive.","124","18","4.89","0.54","author_20","2023-03-03 02:10:34","0.124","personal_tone"
"11","human","travel","After trying several approaches related to travel, I noticed privacy concerns remain a top challenge. This could change as new data becomes available.","150","23","3.39","0.57","author_63","2024-06-27 00:01:14","0.21","personal_tone"
"270","human","sports","My personal opinion on sports is that the community response has been overwhelmingly positive. Community feedback will shape future developments.","145","20","4.75","0.58","author_49","2023-08-17 21:26:34","0.285",""
"97","ai","science","This article discusses science and highlights that adoption increases with better education.","92","12","4.04","0.49","bloomz-7b","2025-07-19 23:59:23","0.078",""
"211","ai","food","Research-style summary on food suggests there are trade-offs to consider. Community feedback will shape future developments.","124","16","4.42","-0.56","gpt-5-base","2025-01-14 16:48:25","0.141",""
"241","human","food","As someone who follows food, I believe costs can vary greatly depending on implementation.","90","14","2.97","0.22","author_99","2023-06-26 17:08:56","0.334","personal_tone"
"58","ai","lifestyle","Research-style summary on lifestyle suggests privacy concerns remain a top challenge. it requires more data for conclusive evidence","131","18","3.07","-0.33","gpt-4o-mini","2023-01-15 19:26:50","0.019",""
"302","ai","sports","The following summary on sports shows it improves efficiency significantly. Further investigation is warranted.","111","14","4.97","0.74","gpt-5-base","2024-04-13 05:12:52","0.047",""
"384","human","science","In my experience, science often leads to it requires more data for conclusive evidence. Community feedback will shape future developments. it can be optimized with simple heuristics the community response has been overwhelmingly positive privacy concerns remain a top challenge","277","40","1.61","-0.08","author_16","2025-05-31 06:21:51","0.16",""
"360","ai","entertainment","Research-style summary on entertainment suggests the community response has been overwhelmingly positive. Further investigation is warranted.","141","16","3.07","0.17","gpt-5-base","2023-10-15 07:42:03","0.023",""
"37","ai","finance","Analysis indicates that finance is associated with there are trade-offs to consider.","84","12","3.34","0.63","gpt-5-base","2025-02-08 08:33:04","0.101",""
"491","human","travel","As someone who follows travel, I believe it requires more data for conclusive evidence.","87","14","2.4","0.51","author_95","2024-09-10 06:21:26","0.319","personal_tone"
"21","human","technology","I recently experienced technology in my day-to-day life and found that privacy concerns remain a top challenge. the results are promising but preliminary","153","23","2.91","0.81","author_6","2024-08-06 08:57:51","0.203","personal_tone"
"441","human","food","In my experience, food often leads to it can be optimized with simple heuristics.","81","14","4.38","0.36","author_25","2025-01-26 09:58:07","0.053",""
"333","ai","education","This article discusses education and highlights that privacy concerns remain a top challenge.","93","13","4.04","0.41","claude-2","2024-07-29 08:10:00","0.111",""
"76","ai","health","This article discusses health and highlights that the community response has been overwhelmingly positive.","106","14","4.31","0.01","llama-3-small","2024-11-01 05:37:12","0.011",""
"201","human","education","As someone who follows education, I believe adoption increases with better education.","85","12","2.89","-0.48","author_50","2023-06-16 20:31:59","0.084","personal_tone"
"78","human","lifestyle","As someone who follows lifestyle, I believe there are trade-offs to consider.","77","12","4.99","0.52","author_91","2024-03-20 03:35:03","0.266","personal_tone"
"264","ai","lifestyle","Analysis indicates that lifestyle is associated with privacy concerns remain a top challenge.","93","13","3.3","-0.27","bloomz-7b","2025-07-06 10:13:42","0.009",""
"494","ai","technology","This article discusses technology and highlights that it requires more data for conclusive evidence. Implementation details matter a lot here.","142","20","3.25","0.52","bloomz-7b","2025-02-09 19:23:18","0.035",""
"150","human","finance","In my experience, finance often leads to the community response has been overwhelmingly positive.","97","14","3.62","-0.13","author_45","2025-01-05 11:37:33","0.257",""
"440","human","sports","After trying several approaches related to sports, I noticed users report a mixed set of outcomes.","98","16","3.45","0.82","author_19","2023-05-02 06:42:14","0.111","personal_tone"
"3","human","sports","My personal opinion on sports is that costs can vary greatly depending on implementation. This could change as new data becomes available. there are trade-offs to consider costs can vary greatly depending on implementation","222","34","4.47","0.31","author_69","2025-04-06 01:34:55","0.255",""
"53","ai","food","This article discusses food and highlights that the results are promising but preliminary.","90","13","4.38","0.25","bloomz-7b","2024-11-15 13:47:54","0.05",""
"263","human","sports","After trying several approaches related to sports, I noticed the results are promising but preliminary. Community feedback will shape future developments.","154","21","4.96","0.57","author_63","2024-01-03 17:27:53","0.191","personal_tone"
"254","ai","food","This article discusses food and highlights that the community response has been overwhelmingly positive.","104","14","4.09","-0.01","gpt-5-base","2024-08-29 20:40:25","0.009",""
"458","human","entertainment","My personal opinion on entertainment is that adoption increases with better education.","86","12","2.41","0.26","author_79","2024-09-30 12:53:00","0.324",""
"260","human","lifestyle","My personal opinion on lifestyle is that adoption increases with better education. the results are promising but preliminary","124","18","4.66","0.07","author_43","2023-05-12 03:20:55","0.317",""
"334","ai","education","Analysis indicates that education is associated with privacy concerns remain a top challenge. it can be optimized with simple heuristics it can be optimized with simple heuristics","179","27","4.89","0.86","llama-3-small","2023-11-17 20:06:08","0.008",""
"370","ai","education","Research-style summary on education suggests it can be optimized with simple heuristics.","88","12","3.43","0.23","bloomz-7b","2023-09-17 11:09:53","0.087",""
"322","human","health","After trying several approaches related to health, I noticed adoption increases with better education.","102","14","3.47","0.38","author_7","2024-04-12 12:24:36","0.127","personal_tone"
"184","human","technology","After trying several approaches related to technology, I noticed users report a mixed set of outcomes.","102","16","4.71","0.26","author_42","2024-08-14 21:46:10","0.27","personal_tone"
"152","ai","lifestyle","The following summary on lifestyle shows it can be optimized with simple heuristics.","84","13","4.53","0.8","gpt-5-base","2025-01-08 11:23:08","0.028",""
"454","ai","sports","This article discusses sports and highlights that the community response has been overwhelmingly positive. it requires more data for conclusive evidence adoption increases with better education privacy concerns remain a top challenge","233","32","4.55","-0.29","llama-3-small","2023-07-09 05:23:52","0.008",""
"303","human","entertainment","As someone who follows entertainment, I believe costs can vary greatly depending on implementation. it requires more data for conclusive evidence the results are promising but preliminary","187","27","4.16","-0.35","author_98","2025-02-21 05:46:06","0.171","personal_tone"
"191","ai","entertainment","Analysis indicates that entertainment is associated with privacy concerns remain a top challenge.","97","13","4.71","0.1","llama-3-small","2025-04-02 17:05:37","0.114",""
"75","human","food","In my experience, food often leads to the community response has been overwhelmingly positive.","94","14","4.37","0.87","author_76","2024-05-22 01:20:52","0.044",""
"349","ai","science","Analysis indicates that science is associated with there are trade-offs to consider.","84","12","2.99","0.27","gpt-5-base","2025-09-01 12:02:45","0.054",""
"244","human","travel","As someone who follows travel, I believe it can be optimized with simple heuristics. I would love to hear others' thoughts on this.","131","23","1.91","0.32","author_85","2023-02-26 11:15:39","0.233","personal_tone"
"484","ai","finance","This article discusses finance and highlights that users report a mixed set of outcomes. I would love to hear others' thoughts on this. it can be optimized with simple heuristics users report a mixed set of outcomes","215","37","2.71","0.36","claude-2","2024-03-01 16:36:12","0.134",""
"88","human","travel","I recently experienced travel in my day-to-day life and found that privacy concerns remain a top challenge.","107","17","3.85","0.28","author_14","2025-04-22 23:14:55","0.329","personal_tone"
"240","human","sports","I recently experienced sports in my day-to-day life and found that it requires more data for conclusive evidence.","113","18","2.34","-0.02","author_10","2023-09-04 18:11:21","0.223","personal_tone"
"144","ai","science","Analysis indicates that science is associated with adoption increases with better education.","92","12","2.82","0.73","bloomz-7b","2023-03-09 11:15:39","0.06",""
"419","ai","entertainment","This article discusses entertainment and highlights that it can be optimized with simple heuristics. Further investigation is warranted.","136","18","3.76","0.39","llama-3-small","2024-06-30 21:50:32","0.066",""
"267","human","lifestyle","In my experience, lifestyle often leads to the results are promising but preliminary.","85","13","1.63","-0.52","author_62","2024-09-08 07:57:59","0.007",""
"289","human","travel","My personal opinion on travel is that the community response has been overwhelmingly positive.","94","14","3.76","-0.32","author_98","2023-08-05 14:49:28","0.259",""
"137","ai","food","This article discusses food and highlights that there are trade-offs to consider.","81","12","3.61","0.48","gpt-4o-mini","2023-06-20 16:09:43","0.053",""
"167","ai","food","This article discusses food and highlights that the community response has been overwhelmingly positive. users report a mixed set of outcomes it can be optimized with simple heuristics the community response has been overwhelmingly positive","240","35","3.69","-0.3","gpt-4o-mini","2025-09-14 10:27:29","0.048",""
"84","human","lifestyle","As someone who follows lifestyle, I believe costs can vary greatly depending on implementation.","95","14","3.87","0.48","author_81","2024-11-06 04:58:47","0.22","personal_tone"
"444","human","education","In my experience, education often leads to it improves efficiency significantly. it can be optimized with simple heuristics the results are promising but preliminary","165","24","4.1","0.88","author_57","2025-02-14 07:26:52","0.023",""
"156","ai","lifestyle","This article discusses lifestyle and highlights that adoption increases with better education. I would love to hear others' thoughts on this.","141","21","4.49","-0.09","gpt-5-base","2025-08-19 13:18:40","0.113",""
"357","human","entertainment","I recently experienced entertainment in my day-to-day life and found that the results are promising but preliminary.","116","17","3.84","0.18","author_59","2025-03-21 13:09:09","0.136","personal_tone"
"382","human","education","As someone who follows education, I believe it requires more data for conclusive evidence. Further investigation is warranted.","126","18","2.75","0.57","author_85","2023-05-03 02:51:27","0.237","personal_tone"
"280","ai","finance","A concise overview of finance: costs can vary greatly depending on implementation.","82","12","3.16","0.1","gpt-5-base","2023-08-20 09:46:40","0.085",""
"127","human","sports","As someone who follows sports, I believe there are trade-offs to consider.","74","12","4.76","0.02","author_50","2024-02-10 18:16:39","0.131","personal_tone"
"196","ai","entertainment","This article discusses entertainment and highlights that it improves efficiency significantly.","94","11","2.54","0.48","bloomz-7b","2024-07-02 10:26:16","0.003",""
"266","ai","finance","The following summary on finance shows users report a mixed set of outcomes.","76","13","4.24","0.77","claude-2","2023-01-29 12:48:15","0.142",""
"488","human","entertainment","After trying several approaches related to entertainment, I noticed there are trade-offs to consider.","101","14","1.68","-0.08","author_66","2025-03-08 00:23:33","0.164","personal_tone"
"105","human","technology","After trying several approaches related to technology, I noticed there are trade-offs to consider. Implementation details matter a lot here.","140","20","2.05","-0.13","author_7","2023-11-29 20:39:55","0.209","personal_tone"
"154","human","technology","In my experience, technology often leads to it requires more data for conclusive evidence.","90","14","3.85","-0.17","author_34","2023-01-09 03:54:49","0.151",""
"283","human","health","As someone who follows health, I believe the community response has been overwhelmingly positive.","97","14","2.24","-0.31","author_88","2023-02-13 15:24:52","0.027","personal_tone"
"392","ai","entertainment","The following summary on entertainment shows users report a mixed set of outcomes.","82","13","3.55","0.32","llama-3-small","2024-02-19 02:35:51","0.012",""
"227","human","education","My personal opinion on education is that adoption increases with better education.","82","12","3.0","0.32","author_8","2025-03-14 07:31:22","0.285",""
"368","ai","entertainment","This article discusses entertainment and highlights that the results are promising but preliminary.","99","13","3.52","-0.32","gpt-4o-mini","2024-12-27 00:15:32","0.087",""
"26","ai","travel","This article discusses travel and highlights that it improves efficiency significantly.","87","11","2.61","-0.1","gpt-5-base","2023-05-14 23:11:47","0.147",""
"197","human","health","After trying several approaches related to health, I noticed there are trade-offs to consider. Further investigation is warranted.","130","18","2.38","-0.07","author_52","2025-03-25 14:27:02","0.028","personal_tone"
"65","ai","entertainment","A concise overview of entertainment: there are trade-offs to consider.","70","10","4.86","0.15","gpt-4o-mini","2024-05-20 15:56:17","0.012",""
"16","ai","sports","This article discusses sports and highlights that the results are promising but preliminary. Implementation details matter a lot here.","134","19","3.53","0.7","gpt-4o-mini","2023-02-25 23:47:29","0.148",""
"298","human","technology","My personal opinion on technology is that the community response has been overwhelmingly positive.","98","14","2.86","-0.55","author_44","2024-12-26 20:49:38","0.286",""
"372","human","finance","I recently experienced finance in my day-to-day life and found that it can be optimized with simple heuristics.","111","18","3.15","0.3","author_48","2023-04-01 02:19:59","0.092","personal_tone"
"110","ai","technology","This article discusses technology and highlights that the community response has been overwhelmingly positive.","110","14","3.93","0.46","gpt-4o-mini","2024-03-03 10:32:27","0.017",""
"337","ai","technology","A concise overview of technology: costs can vary greatly depending on implementation.","85","12","2.88","-0.12","llama-3-small","2023-02-22 22:46:08","0.092",""
"309","human","science","In my experience, science often leads to it requires more data for conclusive evidence.","87","14","3.9","-0.59","author_35","2024-03-06 03:40:35","0.232",""
"27","ai","science","Research-style summary on science suggests it can be optimized with simple heuristics. I would love to hear others' thoughts on this.","133","21","4.23","-0.38","gpt-5-base","2023-02-06 13:26:33","0.087",""
"77","ai","lifestyle","This article discusses lifestyle and highlights that it can be optimized with simple heuristics.","96","14","4.65","-0.03","bloomz-7b","2023-11-21 22:49:15","0.108",""
"44","human","lifestyle","In my experience, lifestyle often leads to it can be optimized with simple heuristics. This could change as new data becomes available.","135","22","2.86","0.74","author_95","2025-05-05 15:15:21","0.188",""
"281","human","health","After trying several approaches related to health, I noticed costs can vary greatly depending on implementation.","112","16","2.3","-0.51","author_69","2024-02-01 19:01:35","0.147","personal_tone"
"4","human","sports","After trying several approaches related to sports, I noticed there are trade-offs to consider.","94","14","4.6","-0.06","author_30","2023-07-16 02:31:56","0.016","personal_tone"
"460","human","education","In my experience, education often leads to adoption increases with better education.","84","12","3.46","0.36","author_37","2023-01-12 23:19:27","0.07",""
"50","ai","sports","This article discusses sports and highlights that the results are promising but preliminary.","92","13","3.11","0.45","claude-2","2023-11-05 21:51:37","0.121",""
"406","human","technology","In my experience, technology often leads to the results are promising but preliminary. the results are promising but preliminary the community response has been overwhelmingly positive it can be optimized with simple heuristics","227","33","3.89","-0.13","author_6","2023-11-27 05:46:29","0.22",""
"388","human","finance","In my experience, finance often leads to users report a mixed set of outcomes.","78","14","3.25","0.89","author_93","2025-05-19 22:57:40","0.181",""
"487","ai","health","Research-style summary on health suggests users report a mixed set of outcomes.","79","12","4.45","0.1","gpt-4o-mini","2023-03-22 19:03:17","0.133",""
"31","ai","travel","The following summary on travel shows the results are promising but preliminary. Further investigation is warranted.","116","16","3.2","-0.5","claude-2","2025-03-02 10:09:45","0.053",""
"122","human","education","As someone who follows education, I believe users report a mixed set of outcomes. I would love to hear others' thoughts on this.","128","23","3.39","0.51","author_99","2024-06-23 01:22:27","0.232","personal_tone"
"432","human","travel","My personal opinion on travel is that it improves efficiency significantly. the community response has been overwhelmingly positive it improves efficiency significantly","168","22","2.66","0.51","author_97","2023-08-05 07:25:12","0.191",""
"116","ai","entertainment","Research-style summary on entertainment suggests adoption increases with better education.","90","10","2.6","0.76","claude-2","2024-08-08 23:43:57","0.028",""
"466","ai","education","A concise overview of education: costs can vary greatly depending on implementation.","84","12","3.81","-0.34","gpt-4o-mini","2024-01-19 01:21:41","0.117",""
"217","ai","food","Analysis indicates that food is associated with there are trade-offs to consider. I would love to hear others' thoughts on this. there are trade-offs to consider users report a mixed set of outcomes","198","33","4.82","0.51","llama-3-small","2024-06-12 06:21:05","0.083",""
"265","ai","lifestyle","The following summary on lifestyle shows the results are promising but preliminary. Further investigation is warranted.","119","16","4.54","0.78","bloomz-7b","2023-02-27 07:59:18","0.086",""
"210","ai","food","A concise overview of food: users report a mixed set of outcomes.","65","12","4.24","0.14","llama-3-small","2024-08-12 08:49:35","0.049",""
"317","human","finance","In my experience, finance often leads to the community response has been overwhelmingly positive. Implementation details matter a lot here.","139","20","1.72","0.38","author_74","2023-01-13 19:06:28","0.269",""
"385","ai","food","This article discusses food and highlights that it improves efficiency significantly.","85","11","2.75","-0.06","llama-3-small","2025-06-01 09:27:19","0.028",""
"2","human","science","I recently experienced science in my day-to-day life and found that adoption increases with better education.","109","16","3.95","0.03","author_1","2024-04-04 21:27:16","0.097","personal_tone"
"314","human","technology","As someone who follows technology, I believe it improves efficiency significantly.","82","11","2.75","0.06","author_12","2024-09-28 09:46:07","0.307","personal_tone"
"23","ai","entertainment","This article discusses entertainment and highlights that costs can vary greatly depending on implementation. Community feedback will shape future developments.","159","20","4.99","-0.49","llama-3-small","2023-08-07 18:25:07","0.04",""
"318","human","food","After trying several approaches related to food, I noticed privacy concerns remain a top challenge.","99","15","3.01","0.49","author_83","2024-05-08 12:35:18","0.232","personal_tone"
"320","human","food","I recently experienced food in my day-to-day life and found that it requires more data for conclusive evidence.","111","18","2.83","0.63","author_74","2023-03-22 16:42:54","0.155","personal_tone"
"8","ai","lifestyle","Research-style summary on lifestyle suggests it can be optimized with simple heuristics.","88","12","4.99","0.16","gpt-5-base","2023-04-04 01:42:55","0.129",""
"495","ai","travel","Research-style summary on travel suggests users report a mixed set of outcomes. it can be optimized with simple heuristics costs can vary greatly depending on implementation","173","26","4.9","0.42","llama-3-small","2023-02-12 03:32:41","0.138",""
"142","ai","education","The following summary on education shows there are trade-offs to consider.","74","11","4.75","0.07","gpt-4o-mini","2023-03-31 11:38:09","0.1",""
"87","human","entertainment","As someone who follows entertainment, I believe there are trade-offs to consider.","81","12","3.87","0.41","author_51","2024-02-11 20:17:28","0.128","personal_tone"
"353","human","travel","I recently experienced travel in my day-to-day life and found that there are trade-offs to consider.","100","16","3.71","0.62","author_28","2024-08-15 14:45:01","0.269","personal_tone"
"242","human","technology","I recently experienced technology in my day-to-day life and found that adoption increases with better education. Further investigation is warranted. it can be optimized with simple heuristics","191","27","3.27","0.34","author_52","2024-05-28 15:07:31","0.148","personal_tone"
"216","human","health","My personal opinion on health is that users report a mixed set of outcomes.","75","14","2.22","0.12","author_90","2024-05-02 03:33:15","0.153",""
"69","human","entertainment","My personal opinion on entertainment is that there are trade-offs to consider. privacy concerns remain a top challenge it improves efficiency significantly","155","22","3.8","0.21","author_47","2024-02-28 01:58:24","0.066",""
"51","human","food","In my experience, food often leads to privacy concerns remain a top challenge. costs can vary greatly depending on implementation it improves efficiency significantly it can be optimized with simple heuristics","209","31","4.38","-0.44","author_59","2025-09-10 13:11:12","0.222",""
"399","ai","travel","Research-style summary on travel suggests the community response has been overwhelmingly positive. Implementation details matter a lot here.","140","18","3.69","-0.59","gpt-4o-mini","2024-03-16 10:39:53","0.09",""
"414","ai","education","A concise overview of education: privacy concerns remain a top challenge.","73","11","3.21","0.01","gpt-4o-mini","2023-11-26 04:01:18","0.014",""
"157","ai","science","This article discusses science and highlights that it improves efficiency significantly. This could change as new data becomes available.","137","19","3.8","-0.38","claude-2","2025-07-03 18:46:08","0.021",""
"253","ai","health","Research-style summary on health suggests the results are promising but preliminary.","84","11","4.9","0.86","gpt-5-base","2023-05-26 10:11:17","0.014",""
"396","ai","education","Analysis indicates that education is associated with the results are promising but preliminary. users report a mixed set of outcomes it improves efficiency significantly it improves efficiency significantly","206","28","4.16","0.69","claude-2","2023-11-30 17:20:10","0.07",""
"469","human","food","I recently experienced food in my day-to-day life and found that the community response has been overwhelmingly positive. This could change as new data becomes available. the results are promising but preliminary costs can vary greatly depending on implementation","263","39","2.2","-0.17","author_86","2024-06-29 11:37:11","0.27","personal_tone"
"403","human","finance","My personal opinion on finance is that there are trade-offs to consider.","72","12","4.04","-0.25","author_44","2023-06-04 00:32:10","0.173",""
"358","human","technology","I recently experienced technology in my day-to-day life and found that costs can vary greatly depending on implementation.","122","18","4.4","0.65","author_23","2023-09-27 21:04:02","0.191","personal_tone"
"255","human","travel","My personal opinion on travel is that it requires more data for conclusive evidence.","84","14","4.41","-0.11","author_26","2024-04-08 09:54:05","0.082",""
"277","ai","education","A concise overview of education: the results are promising but preliminary.","75","11","4.32","-0.2","gpt-4o-mini","2023-10-16 10:49:40","0.036",""
"179","human","travel","As someone who follows travel, I believe it can be optimized with simple heuristics.","84","14","4.92","0.37","author_49","2024-03-06 13:38:01","0.347","personal_tone"
"282","ai","lifestyle","A concise overview of lifestyle: the results are promising but preliminary.","75","11","4.63","-0.55","claude-2","2024-08-07 18:49:00","0.12",""
"391","human","lifestyle","After trying several approaches related to lifestyle, I noticed adoption increases with better education. This could change as new data becomes available.","154","22","3.86","0.13","author_49","2025-01-24 16:16:20","0.311","personal_tone"
"238","ai","education","This article discusses education and highlights that there are trade-offs to consider. I would love to hear others' thoughts on this.","133","21","3.46","0.84","gpt-4o-mini","2023-11-19 05:05:27","0.037",""
"72","ai","entertainment","The following summary on entertainment shows the community response has been overwhelmingly positive. adoption increases with better education","142","18","3.77","0.72","bloomz-7b","2025-06-03 02:32:30","0.041",""
"461","ai","health","Analysis indicates that health is associated with it requires more data for conclusive evidence.","96","14","2.52","0.43","claude-2","2023-12-16 14:25:10","0.109",""
"130","human","travel","I recently experienced travel in my day-to-day life and found that there are trade-offs to consider. Community feedback will shape future developments.","151","22","1.89","0.76","author_66","2024-09-03 19:31:01","0.006","personal_tone"
"145","ai","sports","This article discusses sports and highlights that adoption increases with better education. This could change as new data becomes available.","140","20","3.62","0.42","claude-2","2023-12-19 04:40:21","0.132",""
"449","human","sports","My personal opinion on sports is that it can be optimized with simple heuristics.","81","14","3.57","0.47","author_42","2023-07-26 16:33:16","0.032",""
"336","human","travel","As someone who follows travel, I believe the community response has been overwhelmingly positive. privacy concerns remain a top challenge","137","20","1.92","-0.54","author_21","2023-10-13 20:15:54","0.092","personal_tone"
"134","human","finance","In my experience, finance often leads to there are trade-offs to consider. Further investigation is warranted. it improves efficiency significantly","147","20","2.6","-0.13","author_5","2024-02-12 19:46:16","0.166",""
"204","ai","health","Analysis indicates that health is associated with adoption increases with better education.","91","12","2.71","-0.37","bloomz-7b","2024-12-29 23:04:46","0.023",""
"394","ai","sports","The following summary on sports shows users report a mixed set of outcomes. it requires more data for conclusive evidence","121","20","4.85","0.45","gpt-4o-mini","2023-03-23 07:40:00","0.025",""
"256","human","lifestyle","As someone who follows lifestyle, I believe there are trade-offs to consider. Implementation details matter a lot here.","119","18","2.92","0.2","author_60","2025-09-14 07:33:35","0.158","personal_tone"
"73","ai","science","This article discusses science and highlights that it requires more data for conclusive evidence.","97","14","3.97","0.9","bloomz-7b","2024-05-16 05:24:36","0.067",""
"397","ai","science","The following summary on science shows the community response has been overwhelmingly positive.","95","13","2.94","0.3","bloomz-7b","2024-10-08 23:09:02","0.132",""
"236","human","entertainment","As someone who follows entertainment, I believe there are trade-offs to consider.","81","12","1.86","-0.13","author_100","2025-06-21 10:53:43","0.048","personal_tone"
"38","human","finance","I recently experienced finance in my day-to-day life and found that it improves efficiency significantly. Implementation details matter a lot here.","147","21","4.19","0.08","author_92","2025-06-26 22:55:44","0.201","personal_tone"
